SampleID,bc22acbc6a8407cc340e8bb6c6842074,7f90457e0b5af1edd82418cb3c9089b4,1a8e3305231911ff8307602f1d620be0,4194fdb699f4d5c9620e1e7cfb8b009b,fc0651422f017372960928f220b834d7,7029dd7b1fe970d81fbff18315097ae2,d2eae9eee73c95835ab2e47bc463c38e,381cc4167053f528de8e10567d4a509e,8995879a30350364c8d6147a828733ee,de0cc0fb4800458938f4508ae73d22a4,a4b21ca3dc01eada0962e57c2fded727,9b62d6c84b96aa64eaeff3b764d77da1,a2ff073fb23039e822fba8a653a34527,b980bbc29499a5ae07b6c0afaccc728a,d43d3c9dc33aa66b585a098fc7709276,88fa6e2c26361b8b7ca8a72ae1ed781f,19d2984a92774f1291ebc1812f80368c,29605d99f5fbd1bb2e4a490a00b4d349,87078040a976e7ceb82734c0713fd4e2,52856184ae551af1f787a0e2cabeb489,02bc9f1c8263ce565cfa8174b56af2de,5cb290154506065751d3f3dcb3bd6e49,7fb850c5cd377da752f7b081daed5032,39003a99b6f7d9f46b1d35054fb105a4,ff2ddcb0273425f900af1f8d1b4d90a8,5b100fa0f8a80a2787b1ce75da347c96,783749c187ad3cb6e60ccecdd73fd8ef,9d23b3373cdd04079b0a346a91fddab8,58de505db56b2250b12c7cd7ec5bfa50,1050f5391c721945e2d13b52590863c8,d939e81b4199d074f14d7056eaa88d14,c83d66ff9b2828b3f564019f4b9c54a4,9a4d00f3f8a14dc8f2ff7fabf04f6ebb,98eadfe35eb7a1fc42331d68785b272e,925f2beecb4475f754479219e21c2da2,6d34ed1cd41fa02613b0316716db2dfd,25f31a7f3499828c16d4648976563910,02fa96f8e560df1558be520ea8974c36,52e86b2d78a48335b0ca8ebd5a0a8e33,12041ed58f0b14a5efb2687b72fc5883,f564537bd84fc6fc7664934190ec6824,ca8d0a8123dfcdaed30eb0c534b00db9,023699ea1718b4d160d27803ec78b3b8,e5f52b2c18e6f178fcc24bed0ff62f5b,a6cdde7256831dcfab80f676aa3f4af1,c4a2579e95fee657cb355e865aa027af,457c4253db2b49c51b3eee5a91a8c3e2,a875c453fc275b8f21ef13228c53d599,42a47c900cdc49f94a53eed8c41f0e26,3b768ad6b26d688837b3511e5d2316d2,eb0898e38a817c5648a19a5e3db2c1be,327914bbcbfe425fb2d5caaf9d8688a1,d7c555c6a185de9a0a44e98fb0be730d,ebb611e11f12869b1c6a129b7874f35c,5a72697a45f01e085759fa49e855d45e,55b24a137213d3162da4cfe59b919eb1,db32f914db89e6f6b0fe7d66afc46ba1,314b1f98dcfc0e5d25ba5e55d8b6ee76,aa2edf44a5b107222a97023841eea577,286ed5db3cf03aacbcee204d7d08e47a,abb98aa85e9528ef54e3078ff40ac726,ed701a469132c0a7dd6f90e9c705bdd0,c17275cccc27dc9a4ab351a310c063c8,7d08e012440864f4bdcbe45b245d6018,50a53e82bd7a1073e097d99b1c09ea4d,3aeb85bc05fe3a36283129a1ffeabb08,fe290f48286b86b1ae833009c9bf64a2,f96d60fc409a6ea2fa0d7f4982a9074a,7f9baea74fd8c885613b0289b667b7ef,cc5fece67be5e3c11717192e70c80cda,808302d4e71aa7321e30e37e3c206b34,6a00550a934a2665f470eeec33616366,4640abb4e57a2e5406a094ea8c767b29,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-22,0.0,0.0,0.0,0.0019155822709558,0.0,0.0,0.0,0.0,0.0,0.0012550366602813,0.0,0.0166457493889953,0.0068036197899464,0.0,0.0,0.0020476913930906,0.0011229275381465,0.0,0.648127353193738,0.0,0.0,0.0001321091221348,0.0031706189312372,0.0,0.0,0.0,0.0044256555915185,0.0,0.0023119096373604,0.0,0.0,0.0,0.0653279608956998,0.0,0.0002642182442697,0.0,0.0,0.0045907919941871,0.0,0.0,0.0,0.0009577911354779,0.0,0.0,0.1732611136798996,0.0022788823568267,0.019155822709558,0.0049871193605918,0.0007926547328093,0.0,0.0030385098091023,0.0006275183301406,0.0,0.0011889820992139,0.0032036462117709,0.0,0.0,0.0050201466411255,0.0,0.0,0.0016843913072197,0.0,0.003071537089636,0.0,0.0,0.0,0.0007596274522755,0.0001321091221348,0.0,0.0029724552480348,0.0112953299425325,0.0,0.0074311381200871,0,0,1,0,0
1-23,0.0008656937917388,0.0,0.0,0.0022260697501855,0.0056888449171407,0.0,0.0,0.0011130348750927,0.0035246104377937,0.0050704922087558,0.0,0.0,0.0374721741281226,0.0215805095226317,0.0,0.001916893395993,0.0,0.0,0.2446203314370517,0.0031535988127628,0.0451397477120949,0.0051941627504328,0.0039574573336631,0.0006801879792233,0.0004328468958694,0.0088424437299035,0.0041429631461785,0.0,0.0017932228543161,0.0,0.0,0.0,0.0013603759584466,0.0004328468958694,0.0014840465001236,0.0051941627504328,0.0014840465001236,0.0,0.0,0.0366683156072223,0.0,0.0113158545634429,0.0,0.0011748701459312,0.0072965619589413,0.00408112787534,0.0081004204798417,0.1291738807815978,0.0121197130843433,0.0115631956467969,0.0037719515211476,0.0301756121691813,0.0090897848132574,0.0239920850853326,0.0010511996042542,0.0,0.0,0.0001236705416769,0.0240539203561711,0.0,0.1914419985159535,0.0,0.0024734108335394,0.0409967845659164,0.0,0.0,0.0369774919614147,0.0,0.0,0.0,0.0001236705416769,0.0,0.0068637150630719,0,0,0,0,0
1-24,0.0,0.0,0.0149848056166823,0.0049250759719165,0.0,0.0124698732054909,0.0019909881588598,0.0005239442523315,0.0,0.0,0.0,0.0,0.0119459289531593,0.0,0.0,0.0040867651681861,0.0,0.0,0.0220056585979251,0.0,0.0,0.0,0.0011526773551294,0.0014670439065283,0.0,0.0008383108037304,0.0061825421775123,0.0036676097663208,0.0041915540186524,0.0985015194383317,0.0,0.3585874462957141,0.0,0.0,0.0006287331027978,0.0071256418317091,0.006077753327046,0.0,0.0,0.0213769254951273,0.0,0.0,0.0,0.0,0.0039819763177197,0.0047154982709839,0.0,0.2727653777638059,0.0181284711306716,0.0051346536728492,0.0055538090747144,0.0346851095043487,0.0,0.0010478885046631,0.0,0.0,0.0,0.0,0.0,0.0,0.0166614272241433,0.0018861993083935,0.0046107094205176,0.0054490202242481,0.0,0.0003143665513989,0.0400293408781305,0.0,0.0,0.0,0.0,0.0,0.0023053547102588,0,0,0,0,0
1-25,0.0,0.0,0.0,0.0028382885120272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365429645923508,0.0,0.0,0.0024125452352231,0.0,0.0,0.0205775917121975,0.0,0.000425743276804,0.0,0.0,0.0,0.0012062726176115,0.0012772298304122,0.0036897750656354,0.0,0.0026254168736252,0.0,0.0,0.0025544596608245,0.0,0.0,0.0103597530688994,0.0,0.0,0.0,0.0,0.0,0.0,0.001773930320017,0.0,0.0,0.0366848790179521,0.0036188178528347,0.0,0.0110693251969062,0.6021429078265805,0.0334918044419215,0.0021287163840204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103881359540197,0.0,0.0021996735968211,0.0087986943872844,0.0,0.0,0.0031930745760306,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1-27,0.0,0.0,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.8090005232862376,0.0,0.0308738880167451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020931449502878,0.0,0.0,0.0,0.0,0.0,0.0125588697017268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193615907901622,0.0193615907901622,0.0,0.0125588697017268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146520146520146,0.0,0.0193615907901622,0.0,0.020931449502878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-28,0.0,0.0,0.0,0.0035234349393641,0.0,0.0,0.0,0.0,0.0053261225827597,0.0,0.0110619469026548,0.0015568666011143,0.0,0.0,0.0,0.0024582104228121,0.002294329727958,0.0,0.2240249098656178,0.0,0.0005735824319895,0.0013929859062602,0.0,0.0,0.0,0.0,0.0066371681415929,0.0,0.0032776138970829,0.0,0.0,0.0,0.0035234349393641,0.0,0.0,0.0,0.0,0.0066371681415929,0.0,0.0,8.194034742707309e-05,0.0082759750901343,0.0,0.0,0.3188298918387414,0.0047525401507702,0.0,0.053916748607014,0.0019665683382497,0.0,0.0033595542445099,0.0,0.0,0.0059816453621763,0.2050147492625368,0.0,0.0,0.0102425434283841,0.0,0.0,0.0372009177318911,0.0,0.0050803015404785,0.0,0.0,0.0,0.0032776138970829,0.0013110455588331,0.0,0.0670272041953457,0.0013929859062602,0.0,0.0,0,1,1,0,0
1-30,0.0020498804236419,0.0,0.0,0.0013665869490946,0.0,0.0011957635804578,0.0,0.0001708233686368,0.0,0.0,0.0,0.0,0.1163307140416809,0.0120430474888964,0.0,0.0030748206354629,0.0,0.0,0.0048684660061496,0.0011957635804578,0.0,0.0,0.0,0.0,0.0,0.0036727024256918,0.0078578749572941,0.0,0.0,0.0,0.0062350529552442,0.0,0.0,0.0019644687393235,0.0166552784420908,0.0,0.0022207037922787,0.0,0.0,0.0332251451998633,0.0,0.0,0.0,0.058079945336522,0.0,0.0046122309531943,0.0,0.0235736248718824,0.3243081653570208,0.0399726682610181,0.0033310556884181,0.0248548001366586,0.0012811752647762,0.004953877690468,0.0,0.0,0.0001708233686368,0.0,0.0140929279125384,0.0009395285275025,0.2742569183464298,0.0013665869490946,0.0029894089511445,0.0015374103177314,0.0,0.0011103518961393,0.0037581141100102,0.0,0.0,0.0,0.0,0.0,0.0006832934745473,0,0,0,0,0
1-32,0.0020009147038646,0.0,0.0140635719185913,0.0026297736107935,0.0009147038646238,0.0014578092842442,0.0001429224788474,0.0003715984450034,0.002372513148868,0.0005145209238509,0.0,0.0,0.0230676880859821,0.0043734278527326,0.0,0.0030013720557969,0.0012291333180882,0.0010576263434713,0.1779099016693345,0.0011147953350102,0.0002858449576949,0.0042019208781157,0.0042590898696547,0.0003715984450034,0.0003715984450034,0.0019437457123256,0.0045449348273496,0.0049451177681225,0.0022867596615595,0.0,0.0016293162588611,0.0792076377772696,0.0,0.0001143379830779,0.0050594557512005,0.004973702263892,0.0060313286073633,0.0,0.0,0.0312142693802881,5.716899153898925e-05,0.0,0.0017436542419391,0.0007717813857763,0.0012005488223187,0.0034873084838783,0.0056311456665904,0.1497827578321518,0.1138234621541276,0.0590841527555453,0.0030013720557969,0.0327864166476103,0.0005716899153898,0.0031157100388749,0.0008289503773153,0.0002572604619254,0.0001143379830779,5.716899153898925e-05,0.0159787331351474,0.0006288589069288,0.1636748227761262,0.0022295906700205,0.0037445689458037,0.012834438600503,0.0,0.0004287674365424,0.0254116167390807,0.0029156185684884,0.0002000914703864,0.0,0.0001715069746169,0.0002572604619254,0.0075463068831465,0,0,0,0,0
1-33,0.0014416553595658,0.0,0.0028833107191316,0.0050457937584803,0.0,0.2341417910447761,0.01344131614654,0.0005512211668928,0.0007208276797829,0.0005936227951153,0.0,0.0,0.0151797829036635,0.0,0.0004240162822252,0.0060210312075983,0.0025440976933514,0.0,0.0016536635006784,0.0027137042062415,0.0219640434192673,0.0071658751696065,0.0164518317503392,0.0006784260515603,8.480325644504748e-05,0.0022048846675712,0.0103035956580732,0.0003392130257801,0.0058090230664857,0.0296811397557666,0.0,0.1180461329715061,0.0017384667571234,0.0,0.0,0.0026713025780189,0.0,0.0,0.0,0.0097523744911804,0.0,0.0,0.1135939620081411,0.0,0.0016960651289009,0.0064450474898236,0.0,0.2743809362279512,0.0,0.0110668249660786,0.0067418588873812,0.0148829715061058,0.0185295115332428,0.0014840569877883,0.0004664179104477,0.0012720488466757,0.0004240162822252,0.0,0.0055970149253731,0.0011024423337856,0.0019928765264586,0.0007632293080054,0.0077170963364993,0.0030953188602442,0.0,0.0,0.0043673677069199,0.0042401628222523,0.0,0.0,0.00016960651289,0.0055546132971506,0.00016960651289,0,0,0,0,0
1-34,0.0,0.0031049385306088,0.0,0.0021818486971845,0.0014685520077203,0.0,0.0,0.0,0.1564637267654093,0.0006713380606721,0.0032727730457768,0.0,0.0790920152729408,0.0,0.0,0.0015524692653044,0.0010909243485922,0.0,0.1398061511349809,0.0,0.0783367599546846,0.0071749255234338,0.0,0.0,0.0005454621742961,0.0,0.0031468971594008,0.0,0.0022657659547685,0.0,0.0,0.0,0.0,0.0,0.0015524692653044,0.0,0.0,0.0028112281290647,0.0,0.0,0.0,0.0031888557881928,0.0,0.0,0.1076238828515084,0.0026433936138966,0.0037343179624889,0.2646750304200059,0.0,0.0,0.0017203037804724,0.0,0.0,0.0,0.003986069735241,0.0,0.0,0.0031468971594008,0.0,0.0,0.1148827256325263,0.0,0.0024336004699366,0.0006713380606721,0.0006293794318801,0.0,0.0,0.0061259598036336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
