block,taxon,feature,samples_above_0_1_percent,training_samples_above_0_1_percent,all_samples_percent_above_0_1,training_percent_above_0_1,domain,included_in_final_matrix
BAC_F,Aquaspirillaceae,BAC_F::Aquaspirillaceae,7,5,5.072463768115942,4.587155963302752,Bacteria,True
BAC_F,Arcobacteraceae,BAC_F::Arcobacteraceae,21,13,15.217391304347826,11.926605504587156,Bacteria,True
BAC_F,Ardenticatenaceae,BAC_F::Ardenticatenaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Arenicellaceae,BAC_F::Arenicellaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Atopobiaceae,BAC_F::Atopobiaceae,18,17,13.043478260869565,15.59633027522936,Bacteria,True
BAC_F,Azospirillaceae,BAC_F::Azospirillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Azospirillales_Incertae_Sedis,BAC_F::Azospirillales_Incertae_Sedis,0,0,0.0,0.0,Bacteria,False
BAC_F,B1-7BS,BAC_F::B1-7BS,14,8,10.144927536231885,7.339449541284404,Bacteria,True
BAC_F,B122,BAC_F::B122,0,0,0.0,0.0,Bacteria,False
BAC_F,B5-096,BAC_F::B5-096,0,0,0.0,0.0,Bacteria,False
BAC_F,B55-F-B-G02,BAC_F::B55-F-B-G02,5,5,3.6231884057971016,4.587155963302752,Bacteria,True
BAC_F,BD7-11,BAC_F::BD7-11,0,0,0.0,0.0,Bacteria,False
BAC_F,BIrii41,BAC_F::BIrii41,0,0,0.0,0.0,Bacteria,False
BAC_F,BRH-c20a,BAC_F::BRH-c20a,8,6,5.797101449275362,5.5045871559633035,Bacteria,True
BAC_F,BSV26,BAC_F::BSV26,0,0,0.0,0.0,Bacteria,False
BAC_F,Babeliaceae,BAC_F::Babeliaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Babeliales,BAC_F::Babeliales,26,20,18.840579710144926,18.34862385321101,Bacteria,True
BAC_F,Bacillaceae,BAC_F::Bacillaceae,15,11,10.869565217391305,10.091743119266056,Bacteria,True
BAC_F,Bacteriovoracaceae,BAC_F::Bacteriovoracaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Bacteroidaceae,BAC_F::Bacteroidaceae,50,36,36.231884057971016,33.02752293577982,Bacteria,True
BAC_F,Bacteroidales_UCG-001,BAC_F::Bacteroidales_UCG-001,49,42,35.507246376811594,38.53211009174312,Bacteria,True
BAC_F,Bacteroidetes_BD2-2,BAC_F::Bacteroidetes_BD2-2,5,4,3.6231884057971016,3.669724770642202,Bacteria,True
BAC_F,Bacteroidetes_VC2.1_Bac22,BAC_F::Bacteroidetes_VC2.1_Bac22,12,11,8.695652173913043,10.091743119266056,Bacteria,True
BAC_F,Bacteroidetes_vadinHA17,BAC_F::Bacteroidetes_vadinHA17,109,81,78.98550724637681,74.31192660550458,Bacteria,True
BAC_F,Balneolaceae,BAC_F::Balneolaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Barnesiellaceae,BAC_F::Barnesiellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Bdellovibrionaceae,BAC_F::Bdellovibrionaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,True
BAC_F,Beijerinckiaceae,BAC_F::Beijerinckiaceae,34,27,24.63768115942029,24.770642201834864,Bacteria,True
BAC_F,Berkelbacteria,BAC_F::Berkelbacteria,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Bifidobacteriaceae,BAC_F::Bifidobacteriaceae,9,7,6.521739130434782,6.422018348623854,Bacteria,True
BAC_F,Blastocatellaceae,BAC_F::Blastocatellaceae,15,8,10.869565217391305,7.339449541284404,Bacteria,True
BAC_F,Blfdi19,BAC_F::Blfdi19,0,0,0.0,0.0,Bacteria,False
BAC_F,Bogoriellaceae,BAC_F::Bogoriellaceae,4,4,2.898550724637681,3.669724770642202,Bacteria,True
BAC_F,Brachyspirales_Incertae_Sedis,BAC_F::Brachyspirales_Incertae_Sedis,36,24,26.08695652173913,22.018348623853214,Bacteria,True
BAC_F,Bradymonadales,BAC_F::Bradymonadales,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Brevinemataceae,BAC_F::Brevinemataceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Bryobacteraceae,BAC_F::Bryobacteraceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,True
BAC_F,Burkholderiaceae,BAC_F::Burkholderiaceae,62,44,44.927536231884055,40.36697247706422,Bacteria,True
BAC_F,Butyricicoccaceae,BAC_F::Butyricicoccaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,C10-SB1A,BAC_F::C10-SB1A,2,2,1.4492753623188406,1.834862385321101,Bacteria,True
BAC_F,CCD24,BAC_F::CCD24,0,0,0.0,0.0,Bacteria,False
BAC_F,CCM11a,BAC_F::CCM11a,0,0,0.0,0.0,Bacteria,False
BAC_F,CCM19a,BAC_F::CCM19a,4,2,2.898550724637681,1.834862385321101,Bacteria,True
BAC_F,CK-2C2-2,BAC_F::CK-2C2-2,9,7,6.521739130434782,6.422018348623854,Bacteria,True
BAC_F,CMW-169,BAC_F::CMW-169,0,0,0.0,0.0,Bacteria,False
BAC_F,CPR2,BAC_F::CPR2,0,0,0.0,0.0,Bacteria,False
BAC_F,Caedibacteraceae,BAC_F::Caedibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caldalkalibacillaceae,BAC_F::Caldalkalibacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caldatribacteriaceae,BAC_F::Caldatribacteriaceae,83,68,60.14492753623188,62.38532110091744,Bacteria,True
BAC_F,Caldicoprobacteraceae,BAC_F::Caldicoprobacteraceae,71,59,51.44927536231884,54.12844036697248,Bacteria,True
BAC_F,Caldilineaceae,BAC_F::Caldilineaceae,25,22,18.115942028985508,20.18348623853211,Bacteria,True
BAC_F,Caldisericaceae,BAC_F::Caldisericaceae,30,17,21.73913043478261,15.59633027522936,Bacteria,True
BAC_F,Calditrichaceae,BAC_F::Calditrichaceae,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Caloramatoraceae,BAC_F::Caloramatoraceae,6,6,4.3478260869565215,5.5045871559633035,Bacteria,True
BAC_F,Caminicellaceae,BAC_F::Caminicellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Abawacabacteria,BAC_F::Candidatus_Abawacabacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Collierbacteria,BAC_F::Candidatus_Collierbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Falkowbacteria,BAC_F::Candidatus_Falkowbacteria,2,1,1.4492753623188406,0.9174311926605505,Bacteria,True
BAC_F,Candidatus_Gottesmanbacteria,BAC_F::Candidatus_Gottesmanbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Magasanikbacteria,BAC_F::Candidatus_Magasanikbacteria,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Candidatus_Moranbacteria,BAC_F::Candidatus_Moranbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Pacebacteria,BAC_F::Candidatus_Pacebacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Peregrinibacteria,BAC_F::Candidatus_Peregrinibacteria,5,4,3.6231884057971016,3.669724770642202,Bacteria,True
BAC_F,Candidatus_Peribacteria,BAC_F::Candidatus_Peribacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Raymondbacteria,BAC_F::Candidatus_Raymondbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Shapirobacteria,BAC_F::Candidatus_Shapirobacteria,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Candidatus_Vogelbacteria,BAC_F::Candidatus_Vogelbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Woesebacteria,BAC_F::Candidatus_Woesebacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Yanofskybacteria,BAC_F::Candidatus_Yanofskybacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Carnobacteriaceae,BAC_F::Carnobacteriaceae,24,17,17.391304347826086,15.59633027522936,Bacteria,True
BAC_F,Caulobacteraceae,BAC_F::Caulobacteraceae,5,2,3.6231884057971016,1.834862385321101,Bacteria,True
BAC_F,Chitinibacteraceae,BAC_F::Chitinibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chitinimonadaceae,BAC_F::Chitinimonadaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,True
BAC_F,Chitinivibrionaceae,BAC_F::Chitinivibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chitinophagaceae,BAC_F::Chitinophagaceae,64,46,46.3768115942029,42.201834862385326,Bacteria,True
BAC_F,Chlamydiaceae,BAC_F::Chlamydiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chlorobiaceae,BAC_F::Chlorobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chloroflexaceae,BAC_F::Chloroflexaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chloroplast,BAC_F::Chloroplast,0,0,0.0,0.0,Bacteria,False
BAC_F,Christensenellaceae,BAC_F::Christensenellaceae,133,105,96.3768115942029,96.3302752293578,Bacteria,True
BAC_F,Chromatiaceae,BAC_F::Chromatiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chromobacteriaceae,BAC_F::Chromobacteriaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Chthoniobacteraceae,BAC_F::Chthoniobacteraceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Chthonomonadales,BAC_F::Chthonomonadales,16,14,11.594202898550725,12.844036697247708,Bacteria,True
BAC_F,Cloacimonadaceae,BAC_F::Cloacimonadaceae,111,82,80.43478260869566,75.22935779816514,Bacteria,True
BAC_F,Cloacimonadales,BAC_F::Cloacimonadales,3,1,2.1739130434782608,0.9174311926605505,Bacteria,True
BAC_F,Clostridia_UCG-014,BAC_F::Clostridia_UCG-014,19,14,13.768115942028986,12.844036697247708,Bacteria,True
BAC_F,Clostridiaceae,BAC_F::Clostridiaceae,32,24,23.18840579710145,22.018348623853214,Bacteria,True
BAC_F,Comamonadaceae,BAC_F::Comamonadaceae,106,82,76.81159420289855,75.22935779816514,Bacteria,True
BAC_F,Competibacteraceae,BAC_F::Competibacteraceae,54,37,39.130434782608695,33.94495412844037,Bacteria,True
BAC_F,Coprothermobacteraceae,BAC_F::Coprothermobacteraceae,8,8,5.797101449275362,7.339449541284404,Bacteria,True
BAC_F,Coriobacteriaceae,BAC_F::Coriobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Coriobacteriales_Incertae_Sedis,BAC_F::Coriobacteriales_Incertae_Sedis,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Corynebacteriaceae,BAC_F::Corynebacteriaceae,10,9,7.246376811594203,8.256880733944955,Bacteria,True
BAC_F,Coxiellaceae,BAC_F::Coxiellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Criblamydiaceae,BAC_F::Criblamydiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Crocinitomicaceae,BAC_F::Crocinitomicaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Cryomorphaceae,BAC_F::Cryomorphaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Cyclobacteriaceae,BAC_F::Cyclobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,D8A-2,BAC_F::D8A-2,103,89,74.6376811594203,81.65137614678899,Bacteria,True
BAC_F,DEV007,BAC_F::DEV007,7,5,5.072463768115942,4.587155963302752,Bacteria,True
BAC_F,DG-20,BAC_F::DG-20,0,0,0.0,0.0,Bacteria,False
BAC_F,DG-56,BAC_F::DG-56,0,0,0.0,0.0,Bacteria,False
BAC_F,DS-100,BAC_F::DS-100,25,20,18.115942028985508,18.34862385321101,Bacteria,True
BAC_F,DTU014,BAC_F::DTU014,124,103,89.85507246376811,94.4954128440367,Bacteria,True
BAC_F,Dadabacteriales,BAC_F::Dadabacteriales,3,0,2.1739130434782608,0.0,Bacteria,True
BAC_F,Defferrisomataceae,BAC_F::Defferrisomataceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Defluviicoccaceae,BAC_F::Defluviicoccaceae,9,6,6.521739130434782,5.5045871559633035,Bacteria,True
BAC_F,Defluviitaleaceae,BAC_F::Defluviitaleaceae,10,9,7.246376811594203,8.256880733944955,Bacteria,True
BAC_F,Deinococcaceae,BAC_F::Deinococcaceae,2,0,1.4492753623188406,0.0,Bacteria,True
BAC_F,Dermatophilaceae,BAC_F::Dermatophilaceae,6,1,4.3478260869565215,0.9174311926605505,Bacteria,True
BAC_F,Desulfallas-Sporotomaculum,BAC_F::Desulfallas-Sporotomaculum,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfatiglandaceae,BAC_F::Desulfatiglandaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfitibacteraceae,BAC_F::Desulfitibacteraceae,6,6,4.3478260869565215,5.5045871559633035,Bacteria,True
BAC_F,Desulfitobacteriaceae,BAC_F::Desulfitobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfitobacteriales,BAC_F::Desulfitobacteriales,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfobacteraceae,BAC_F::Desulfobacteraceae,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Desulfobacterales,BAC_F::Desulfobacterales,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfobulbaceae,BAC_F::Desulfobulbaceae,36,26,26.08695652173913,23.853211009174313,Bacteria,True
BAC_F,Desulfocapsaceae,BAC_F::Desulfocapsaceae,2,0,1.4492753623188406,0.0,Bacteria,True
BAC_F,Desulfococcaceae,BAC_F::Desulfococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfomicrobiaceae,BAC_F::Desulfomicrobiaceae,37,26,26.81159420289855,23.853211009174313,Bacteria,True
BAC_F,Desulfomonilaceae,BAC_F::Desulfomonilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulforegulaceae,BAC_F::Desulforegulaceae,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Desulfosarcinaceae,BAC_F::Desulfosarcinaceae,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Desulfotomaculales,BAC_F::Desulfotomaculales,83,70,60.14492753623188,64.22018348623854,Bacteria,True
BAC_F,Desulfovibrionaceae,BAC_F::Desulfovibrionaceae,17,12,12.318840579710145,11.009174311926607,Bacteria,True
BAC_F,Desulfuribacillaceae,BAC_F::Desulfuribacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfuromonadaceae,BAC_F::Desulfuromonadaceae,1,0,0.7246376811594203,0.0,Bacteria,True
BAC_F,Dethiobacteraceae,BAC_F::Dethiobacteraceae,47,41,34.05797101449275,37.61467889908257,Bacteria,True
BAC_F,Devosiaceae,BAC_F::Devosiaceae,14,12,10.144927536231885,11.009174311926607,Bacteria,True
BAC_F,Dictyoglomaceae,BAC_F::Dictyoglomaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dietziaceae,BAC_F::Dietziaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Diplorickettsiaceae,BAC_F::Diplorickettsiaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Dongiaceae,BAC_F::Dongiaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Dysgonomonadaceae,BAC_F::Dysgonomonadaceae,128,103,92.7536231884058,94.4954128440367,Bacteria,True
BAC_F,EC3,BAC_F::EC3,0,0,0.0,0.0,Bacteria,False
BAC_F,Eggerthellaceae,BAC_F::Eggerthellaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Elev-16S-1166,BAC_F::Elev-16S-1166,0,0,0.0,0.0,Bacteria,False
BAC_F,Elsteraceae,BAC_F::Elsteraceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,True
BAC_F,Endomicrobiaceae,BAC_F::Endomicrobiaceae,7,7,5.072463768115942,6.422018348623854,Bacteria,True
BAC_F,Enterobacteriaceae,BAC_F::Enterobacteriaceae,16,14,11.594202898550725,12.844036697247708,Bacteria,True
BAC_F,Enterococcaceae,BAC_F::Enterococcaceae,4,3,2.898550724637681,2.7522935779816518,Bacteria,True
BAC_F,Erwiniaceae,BAC_F::Erwiniaceae,3,3,2.1739130434782608,2.7522935779816518,Bacteria,True
BAC_F,Erysipelatoclostridiaceae,BAC_F::Erysipelatoclostridiaceae,21,18,15.217391304347826,16.51376146788991,Bacteria,True
