target,curve,x,y
warning_acid_base_balance,PR,1.0,0.13761467889908258
warning_acid_base_balance,PR,1.0,0.1388888888888889
warning_acid_base_balance,PR,1.0,0.14018691588785046
warning_acid_base_balance,PR,1.0,0.14150943396226415
warning_acid_base_balance,PR,1.0,0.14285714285714285
warning_acid_base_balance,PR,1.0,0.14423076923076922
warning_acid_base_balance,PR,1.0,0.14563106796116504
warning_acid_base_balance,PR,1.0,0.14705882352941177
warning_acid_base_balance,PR,1.0,0.1485148514851485
warning_acid_base_balance,PR,1.0,0.15
warning_acid_base_balance,PR,1.0,0.15151515151515152
warning_acid_base_balance,PR,1.0,0.15306122448979592
warning_acid_base_balance,PR,1.0,0.15463917525773196
warning_acid_base_balance,PR,1.0,0.15625
warning_acid_base_balance,PR,1.0,0.15789473684210525
warning_acid_base_balance,PR,1.0,0.1595744680851064
warning_acid_base_balance,PR,1.0,0.16129032258064516
warning_acid_base_balance,PR,1.0,0.16304347826086957
warning_acid_base_balance,PR,1.0,0.16483516483516483
warning_acid_base_balance,PR,1.0,0.16666666666666666
warning_acid_base_balance,PR,1.0,0.16853932584269662
warning_acid_base_balance,PR,1.0,0.17045454545454544
warning_acid_base_balance,PR,1.0,0.1724137931034483
warning_acid_base_balance,PR,1.0,0.1744186046511628
warning_acid_base_balance,PR,1.0,0.17647058823529413
warning_acid_base_balance,PR,1.0,0.17857142857142858
warning_acid_base_balance,PR,1.0,0.18072289156626506
warning_acid_base_balance,PR,1.0,0.18292682926829268
warning_acid_base_balance,PR,1.0,0.18518518518518517
warning_acid_base_balance,PR,1.0,0.1875
warning_acid_base_balance,PR,1.0,0.189873417721519
warning_acid_base_balance,PR,1.0,0.19230769230769232
warning_acid_base_balance,PR,1.0,0.19480519480519481
warning_acid_base_balance,PR,1.0,0.19736842105263158
warning_acid_base_balance,PR,1.0,0.2
warning_acid_base_balance,PR,1.0,0.20270270270270271
warning_acid_base_balance,PR,1.0,0.2054794520547945
warning_acid_base_balance,PR,1.0,0.20833333333333334
warning_acid_base_balance,PR,1.0,0.2112676056338028
warning_acid_base_balance,PR,1.0,0.21428571428571427
warning_acid_base_balance,PR,1.0,0.21739130434782608
warning_acid_base_balance,PR,1.0,0.22058823529411764
warning_acid_base_balance,PR,1.0,0.22388059701492538
warning_acid_base_balance,PR,0.9333333333333333,0.21212121212121213
warning_acid_base_balance,PR,0.9333333333333333,0.2153846153846154
warning_acid_base_balance,PR,0.8666666666666667,0.203125
warning_acid_base_balance,PR,0.8,0.19047619047619047
warning_acid_base_balance,PR,0.8,0.1935483870967742
warning_acid_base_balance,PR,0.7333333333333333,0.18032786885245902
warning_acid_base_balance,PR,0.7333333333333333,0.18333333333333332
warning_acid_base_balance,PR,0.6666666666666666,0.1694915254237288
warning_acid_base_balance,PR,0.6666666666666666,0.1724137931034483
warning_acid_base_balance,PR,0.6666666666666666,0.17543859649122806
warning_acid_base_balance,PR,0.6,0.16071428571428573
warning_acid_base_balance,PR,0.6,0.16363636363636364
warning_acid_base_balance,PR,0.6,0.16666666666666666
warning_acid_base_balance,PR,0.6,0.16981132075471697
warning_acid_base_balance,PR,0.6,0.17307692307692307
warning_acid_base_balance,PR,0.6,0.17647058823529413
warning_acid_base_balance,PR,0.6,0.18
warning_acid_base_balance,PR,0.6,0.1836734693877551
warning_acid_base_balance,PR,0.6,0.1875
warning_acid_base_balance,PR,0.6,0.19148936170212766
warning_acid_base_balance,PR,0.6,0.1956521739130435
warning_acid_base_balance,PR,0.6,0.2
warning_acid_base_balance,PR,0.6,0.20454545454545456
warning_acid_base_balance,PR,0.6,0.20930232558139536
warning_acid_base_balance,PR,0.6,0.21428571428571427
warning_acid_base_balance,PR,0.6,0.21951219512195122
warning_acid_base_balance,PR,0.6,0.225
warning_acid_base_balance,PR,0.6,0.23076923076923078
warning_acid_base_balance,PR,0.6,0.23684210526315788
warning_acid_base_balance,PR,0.6,0.24324324324324326
warning_acid_base_balance,PR,0.6,0.25
warning_acid_base_balance,PR,0.5333333333333333,0.22857142857142856
warning_acid_base_balance,PR,0.5333333333333333,0.23529411764705882
warning_acid_base_balance,PR,0.5333333333333333,0.24242424242424243
warning_acid_base_balance,PR,0.5333333333333333,0.25
warning_acid_base_balance,PR,0.5333333333333333,0.25806451612903225
warning_acid_base_balance,PR,0.5333333333333333,0.26666666666666666
warning_acid_base_balance,PR,0.5333333333333333,0.27586206896551724
warning_acid_base_balance,PR,0.5333333333333333,0.2857142857142857
warning_acid_base_balance,PR,0.5333333333333333,0.2962962962962963
warning_acid_base_balance,PR,0.5333333333333333,0.3076923076923077
warning_acid_base_balance,PR,0.5333333333333333,0.32
warning_acid_base_balance,PR,0.5333333333333333,0.3333333333333333
warning_acid_base_balance,PR,0.5333333333333333,0.34782608695652173
warning_acid_base_balance,PR,0.5333333333333333,0.36363636363636365
warning_acid_base_balance,PR,0.5333333333333333,0.38095238095238093
warning_acid_base_balance,PR,0.5333333333333333,0.4
warning_acid_base_balance,PR,0.5333333333333333,0.42105263157894735
warning_acid_base_balance,PR,0.4666666666666667,0.3888888888888889
